Areaname,Area,Areatype,Stfips,Maparea,Stateabbrv,Periodyear,Periodtype,Period,Timeperiod,Adjusted,Laborforce,Emplab,Unemp,Unemprate,Clfprate,Emppopratio,Fullperiod,Sortperiod,Rank,Preliminary,prelim
Torrance County,000057,04,35,3504000057,NM,2019,03,09,"September, 2019",0,5729,5375,354,6.20,,,20190309,03201909,419,No,0
Union County,000059,04,35,3504000059,NM,2019,03,09,"September, 2019",0,1875,1815,60,3.20,,,20190309,03201909,420,No,0
Valencia County,000061,04,35,3504000061,NM,2019,03,09,"September, 2019",0,30940,29316,1624,5.20,,,20190309,03201909,421,No,0
Central Region,000005,15,35,3515000005,NM,2019,03,09,"September, 2019",0,439398,419689,19709,4.50,,,20190309,03201909,422,No,0
Southwestern Region,000010,15,35,3515000010,NM,2019,03,09,"September, 2019",0,135190,127938,7252,5.40,,,20190309,03201909,423,No,0
Northern Region,000015,15,35,3515000015,NM,2019,03,09,"September, 2019",0,219948,209166,10782,4.90,,,20190309,03201909,424,No,0
Eastern Region,000020,15,35,3515000020,NM,2019,03,09,"September, 2019",0,165179,158480,6699,4.10,,,20190309,03201909,425,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2019,03,09,"September, 2019",0,439398,419689,19709,4.50,,,20190309,03201909,426,No,0
Farmington MSA,022140,21,35,3521022140,NM,2019,03,09,"September, 2019",0,52478,49603,2875,5.50,,,20190309,03201909,427,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2019,03,09,"September, 2019",0,98779,93701,5078,5.10,,,20190309,03201909,428,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2019,03,09,"September, 2019",0,74074,71268,2806,3.80,,,20190309,03201909,429,No,0
United States,000000,00,00,0000000000,US,2019,03,10,"October, 2019",0,164576000,159067000,5510000,3.30,63.3,61.2,20190310,03201910,430,No,0
New Mexico,000000,01,35,3501000000,NM,2019,03,10,"October, 2019",0,966907,920554,46353,4.80,58.8,55.9,20190310,03201910,431,No,0
Bernalillo County,000001,04,35,3504000001,NM,2019,03,10,"October, 2019",0,338263,323151,15112,4.50,,,20190310,03201910,432,No,0
Catron County,000003,04,35,3504000003,NM,2019,03,10,"October, 2019",0,1146,1074,72,6.30,,,20190310,03201910,433,No,0
Chaves County,000005,04,35,3504000005,NM,2019,03,10,"October, 2019",0,27584,26173,1411,5.10,,,20190310,03201910,434,No,0
Cibola County,000006,04,35,3504000006,NM,2019,03,10,"October, 2019",0,9010,8440,570,6.30,,,20190310,03201910,435,No,0
Colfax County,000007,04,35,3504000007,NM,2019,03,10,"October, 2019",0,5239,4993,246,4.70,,,20190310,03201910,436,No,0
Curry County,000009,04,35,3504000009,NM,2019,03,10,"October, 2019",0,21841,20896,945,4.30,,,20190310,03201910,437,No,0
De Baca County,000011,04,35,3504000011,NM,2019,03,10,"October, 2019",0,783,748,35,4.50,,,20190310,03201910,438,No,0
Doña Ana County,000013,04,35,3504000013,NM,2019,03,10,"October, 2019",0,99735,94476,5259,5.30,,,20190310,03201910,439,No,0
Eddy County,000015,04,35,3504000015,NM,2019,03,10,"October, 2019",0,35703,34552,1151,3.20,,,20190310,03201910,440,No,0
Grant County,000017,04,35,3504000017,NM,2019,03,10,"October, 2019",0,12508,11930,578,4.60,,,20190310,03201910,441,No,0
Guadalupe County,000019,04,35,3504000019,NM,2019,03,10,"October, 2019",0,1607,1532,75,4.70,,,20190310,03201910,442,No,0
Harding County,000021,04,35,3504000021,NM,2019,03,10,"October, 2019",0,273,259,14,5.10,,,20190310,03201910,443,No,0
Hidalgo County,000023,04,35,3504000023,NM,2019,03,10,"October, 2019",0,2102,2007,95,4.50,,,20190310,03201910,444,No,0
Lea County,000025,04,35,3504000025,NM,2019,03,10,"October, 2019",0,32094,30740,1354,4.20,,,20190310,03201910,445,No,0
Lincoln County,000027,04,35,3504000027,NM,2019,03,10,"October, 2019",0,8953,8541,412,4.60,,,20190310,03201910,446,No,0
Los Alamos County,000028,04,35,3504000028,NM,2019,03,10,"October, 2019",0,9628,9319,309,3.20,,,20190310,03201910,447,No,0
Luna County,000029,04,35,3504000029,NM,2019,03,10,"October, 2019",0,10278,9398,880,8.60,,,20190310,03201910,448,No,0
McKinley County,000031,04,35,3504000031,NM,2019,03,10,"October, 2019",0,24414,22751,1663,6.80,,,20190310,03201910,449,No,0
Mora County,000033,04,35,3504000033,NM,2019,03,10,"October, 2019",0,2228,2106,122,5.50,,,20190310,03201910,450,No,0
Otero County,000035,04,35,3504000035,NM,2019,03,10,"October, 2019",0,25001,23777,1224,4.90,,,20190310,03201910,451,No,0
Quay County,000037,04,35,3504000037,NM,2019,03,10,"October, 2019",0,3222,3059,163,5.10,,,20190310,03201910,452,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2019,03,10,"October, 2019",0,16814,15940,874,5.20,,,20190310,03201910,453,No,0
Roosevelt County,000041,04,35,3504000041,NM,2019,03,10,"October, 2019",0,8098,7730,368,4.50,,,20190310,03201910,454,No,0
Sandoval County,000043,04,35,3504000043,NM,2019,03,10,"October, 2019",0,68007,64725,3282,4.80,,,20190310,03201910,455,No,0
San Juan County,000045,04,35,3504000045,NM,2019,03,10,"October, 2019",0,52925,49945,2980,5.60,,,20190310,03201910,456,No,0
San Miguel County,000047,04,35,3504000047,NM,2019,03,10,"October, 2019",0,11010,10385,625,5.70,,,20190310,03201910,457,No,0
Santa Fe County,000049,04,35,3504000049,NM,2019,03,10,"October, 2019",0,73936,71027,2909,3.90,,,20190310,03201910,458,No,0
Sierra County,000051,04,35,3504000051,NM,2019,03,10,"October, 2019",0,4042,3813,229,5.70,,,20190310,03201910,459,No,0
Socorro County,000053,04,35,3504000053,NM,2019,03,10,"October, 2019",0,6477,6088,389,6.00,,,20190310,03201910,460,No,0
Taos County,000055,04,35,3504000055,NM,2019,03,10,"October, 2019",0,14894,14001,893,6.00,,,20190310,03201910,461,No,0
Torrance County,000057,04,35,3504000057,NM,2019,03,10,"October, 2019",0,6100,5726,374,6.10,,,20190310,03201910,462,No,0
Union County,000059,04,35,3504000059,NM,2019,03,10,"October, 2019",0,1868,1805,63,3.40,,,20190310,03201910,463,No,0
Valencia County,000061,04,35,3504000061,NM,2019,03,10,"October, 2019",0,31124,29449,1675,5.40,,,20190310,03201910,464,No,0
Central Region,000005,15,35,3515000005,NM,2019,03,10,"October, 2019",0,443494,423051,20443,4.60,,,20190310,03201910,465,No,0
Southwestern Region,000010,15,35,3515000010,NM,2019,03,10,"October, 2019",0,136288,128786,7502,5.50,,,20190310,03201910,466,No,0
Northern Region,000015,15,35,3515000015,NM,2019,03,10,"October, 2019",0,220098,208907,11191,5.10,,,20190310,03201910,467,No,0
Eastern Region,000020,15,35,3515000020,NM,2019,03,10,"October, 2019",0,167027,159812,7215,4.30,,,20190310,03201910,468,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2019,03,10,"October, 2019",0,443494,423051,20443,4.60,,,20190310,03201910,469,No,0
Farmington MSA,022140,21,35,3521022140,NM,2019,03,10,"October, 2019",0,52925,49945,2980,5.60,,,20190310,03201910,470,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2019,03,10,"October, 2019",0,99735,94476,5259,5.30,,,20190310,03201910,471,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2019,03,10,"October, 2019",0,73936,71027,2909,3.90,,,20190310,03201910,472,No,0
United States,000000,00,00,0000000000,US,2019,03,11,"November, 2019",0,164386000,158945000,5441000,3.30,63.2,61.1,20190311,03201911,473,No,0
New Mexico,000000,01,35,3501000000,NM,2019,03,11,"November, 2019",0,969920,923959,45961,4.70,58.9,56.1,20190311,03201911,474,No,0
Bernalillo County,000001,04,35,3504000001,NM,2019,03,11,"November, 2019",0,340134,325511,14623,4.30,,,20190311,03201911,475,No,0
Catron County,000003,04,35,3504000003,NM,2019,03,11,"November, 2019",0,1146,1065,81,7.10,,,20190311,03201911,476,No,0
Chaves County,000005,04,35,3504000005,NM,2019,03,11,"November, 2019",0,27790,26415,1375,4.90,,,20190311,03201911,477,No,0
Cibola County,000006,04,35,3504000006,NM,2019,03,11,"November, 2019",0,8998,8435,563,6.30,,,20190311,03201911,478,No,0
Colfax County,000007,04,35,3504000007,NM,2019,03,11,"November, 2019",0,5235,4987,248,4.70,,,20190311,03201911,479,No,0
Curry County,000009,04,35,3504000009,NM,2019,03,11,"November, 2019",0,21841,20967,874,4.00,,,20190311,03201911,480,No,0
De Baca County,000011,04,35,3504000011,NM,2019,03,11,"November, 2019",0,792,761,31,3.90,,,20190311,03201911,481,No,0
Doña Ana County,000013,04,35,3504000013,NM,2019,03,11,"November, 2019",0,100169,94734,5435,5.40,,,20190311,03201911,482,No,0
Eddy County,000015,04,35,3504000015,NM,2019,03,11,"November, 2019",0,35526,34421,1105,3.10,,,20190311,03201911,483,No,0
Grant County,000017,04,35,3504000017,NM,2019,03,11,"November, 2019",0,12531,11949,582,4.60,,,20190311,03201911,484,No,0
Guadalupe County,000019,04,35,3504000019,NM,2019,03,11,"November, 2019",0,1620,1548,72,4.40,,,20190311,03201911,485,No,0
Harding County,000021,04,35,3504000021,NM,2019,03,11,"November, 2019",0,270,258,12,4.40,,,20190311,03201911,486,No,0
Hidalgo County,000023,04,35,3504000023,NM,2019,03,11,"November, 2019",0,2033,1942,91,4.50,,,20190311,03201911,487,No,0
Lea County,000025,04,35,3504000025,NM,2019,03,11,"November, 2019",0,31940,30650,1290,4.00,,,20190311,03201911,488,No,0
Lincoln County,000027,04,35,3504000027,NM,2019,03,11,"November, 2019",0,8844,8425,419,4.70,,,20190311,03201911,489,No,0
Los Alamos County,000028,04,35,3504000028,NM,2019,03,11,"November, 2019",0,9662,9366,296,3.10,,,20190311,03201911,490,No,0
Luna County,000029,04,35,3504000029,NM,2019,03,11,"November, 2019",0,9890,8555,1335,13.50,,,20190311,03201911,491,No,0
McKinley County,000031,04,35,3504000031,NM,2019,03,11,"November, 2019",0,24706,23075,1631,6.60,,,20190311,03201911,492,No,0
Mora County,000033,04,35,3504000033,NM,2019,03,11,"November, 2019",0,2247,2111,136,6.10,,,20190311,03201911,493,No,0
Otero County,000035,04,35,3504000035,NM,2019,03,11,"November, 2019",0,25111,23889,1222,4.90,,,20190311,03201911,494,No,0
Quay County,000037,04,35,3504000037,NM,2019,03,11,"November, 2019",0,3183,3031,152,4.80,,,20190311,03201911,495,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2019,03,11,"November, 2019",0,16860,15995,865,5.10,,,20190311,03201911,496,No,0
Roosevelt County,000041,04,35,3504000041,NM,2019,03,11,"November, 2019",0,8105,7756,349,4.30,,,20190311,03201911,497,No,0
Sandoval County,000043,04,35,3504000043,NM,2019,03,11,"November, 2019",0,68351,65177,3174,4.60,,,20190311,03201911,498,No,0
San Juan County,000045,04,35,3504000045,NM,2019,03,11,"November, 2019",0,52351,49331,3020,5.80,,,20190311,03201911,499,No,0
San Miguel County,000047,04,35,3504000047,NM,2019,03,11,"November, 2019",0,11012,10399,613,5.60,,,20190311,03201911,500,No,0
Santa Fe County,000049,04,35,3504000049,NM,2019,03,11,"November, 2019",0,74872,72046,2826,3.80,,,20190311,03201911,501,No,0
Sierra County,000051,04,35,3504000051,NM,2019,03,11,"November, 2019",0,4040,3822,218,5.40,,,20190311,03201911,502,No,0
Socorro County,000053,04,35,3504000053,NM,2019,03,11,"November, 2019",0,6519,6157,362,5.60,,,20190311,03201911,503,No,0
Taos County,000055,04,35,3504000055,NM,2019,03,11,"November, 2019",0,15177,14274,903,5.90,,,20190311,03201911,504,No,0
Torrance County,000057,04,35,3504000057,NM,2019,03,11,"November, 2019",0,5838,5454,384,6.60,,,20190311,03201911,505,No,0
Union County,000059,04,35,3504000059,NM,2019,03,11,"November, 2019",0,1835,1763,72,3.90,,,20190311,03201911,506,No,0
Valencia County,000061,04,35,3504000061,NM,2019,03,11,"November, 2019",0,31291,29689,1602,5.10,,,20190311,03201911,507,No,0
Central Region,000005,15,35,3515000005,NM,2019,03,11,"November, 2019",0,445614,425831,19783,4.40,,,20190311,03201911,508,No,0
Southwestern Region,000010,15,35,3515000010,NM,2019,03,11,"November, 2019",0,136328,128224,8104,5.90,,,20190311,03201911,509,No,0
Northern Region,000015,15,35,3515000015,NM,2019,03,11,"November, 2019",0,221120,210019,11101,5.00,,,20190311,03201911,510,No,0
Eastern Region,000020,15,35,3515000020,NM,2019,03,11,"November, 2019",0,166857,159884,6973,4.20,,,20190311,03201911,511,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2019,03,11,"November, 2019",0,445614,425831,19783,4.40,,,20190311,03201911,512,No,0
Farmington MSA,022140,21,35,3521022140,NM,2019,03,11,"November, 2019",0,52351,49331,3020,5.80,,,20190311,03201911,513,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2019,03,11,"November, 2019",0,100169,94734,5435,5.40,,,20190311,03201911,514,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2019,03,11,"November, 2019",0,74872,72046,2826,3.80,,,20190311,03201911,515,No,0
United States,000000,00,00,0000000000,US,2019,03,12,"December, 2019",0,164007000,158504000,5503000,3.40,63.0,60.9,20190312,03201912,516,No,0
New Mexico,000000,01,35,3501000000,NM,2019,03,12,"December, 2019",0,969717,924207,45510,4.70,58.8,56.1,20190312,03201912,517,No,0
Bernalillo County,000001,04,35,3504000001,NM,2019,03,12,"December, 2019",0,339706,325456,14250,4.20,,,20190312,03201912,518,No,0
Catron County,000003,04,35,3504000003,NM,2019,03,12,"December, 2019",0,1111,1027,84,7.60,,,20190312,03201912,519,No,0
Chaves County,000005,04,35,3504000005,NM,2019,03,12,"December, 2019",0,27867,26528,1339,4.80,,,20190312,03201912,520,No,0
Cibola County,000006,04,35,3504000006,NM,2019,03,12,"December, 2019",0,8998,8446,552,6.10,,,20190312,03201912,521,No,0
Colfax County,000007,04,35,3504000007,NM,2019,03,12,"December, 2019",0,5296,5055,241,4.60,,,20190312,03201912,522,No,0
Curry County,000009,04,35,3504000009,NM,2019,03,12,"December, 2019",0,22059,21211,848,3.80,,,20190312,03201912,523,No,0
De Baca County,000011,04,35,3504000011,NM,2019,03,12,"December, 2019",0,801,770,31,3.90,,,20190312,03201912,524,No,0
Doña Ana County,000013,04,35,3504000013,NM,2019,03,12,"December, 2019",0,100222,94708,5514,5.50,,,20190312,03201912,525,No,0
Eddy County,000015,04,35,3504000015,NM,2019,03,12,"December, 2019",0,35587,34518,1069,3.00,,,20190312,03201912,526,No,0
Grant County,000017,04,35,3504000017,NM,2019,03,12,"December, 2019",0,12550,11967,583,4.60,,,20190312,03201912,527,No,0
Guadalupe County,000019,04,35,3504000019,NM,2019,03,12,"December, 2019",0,1596,1527,69,4.30,,,20190312,03201912,528,No,0
Harding County,000021,04,35,3504000021,NM,2019,03,12,"December, 2019",0,270,259,11,4.10,,,20190312,03201912,529,No,0
Hidalgo County,000023,04,35,3504000023,NM,2019,03,12,"December, 2019",0,2003,1912,91,4.50,,,20190312,03201912,530,No,0
Lea County,000025,04,35,3504000025,NM,2019,03,12,"December, 2019",0,31565,30293,1272,4.00,,,20190312,03201912,531,No,0
Lincoln County,000027,04,35,3504000027,NM,2019,03,12,"December, 2019",0,8836,8417,419,4.70,,,20190312,03201912,532,No,0
Los Alamos County,000028,04,35,3504000028,NM,2019,03,12,"December, 2019",0,9723,9431,292,3.00,,,20190312,03201912,533,No,0
Luna County,000029,04,35,3504000029,NM,2019,03,12,"December, 2019",0,10070,8556,1514,15.00,,,20190312,03201912,534,No,0
McKinley County,000031,04,35,3504000031,NM,2019,03,12,"December, 2019",0,24645,23023,1622,6.60,,,20190312,03201912,535,No,0
Mora County,000033,04,35,3504000033,NM,2019,03,12,"December, 2019",0,2266,2116,150,6.60,,,20190312,03201912,536,No,0
Otero County,000035,04,35,3504000035,NM,2019,03,12,"December, 2019",0,25506,24307,1199,4.70,,,20190312,03201912,537,No,0
Quay County,000037,04,35,3504000037,NM,2019,03,12,"December, 2019",0,3197,3048,149,4.70,,,20190312,03201912,538,No,0
Rio Arriba County,000039,04,35,3504000039,NM,2019,03,12,"December, 2019",0,16845,15962,883,5.20,,,20190312,03201912,539,No,0
Roosevelt County,000041,04,35,3504000041,NM,2019,03,12,"December, 2019",0,8019,7692,327,4.10,,,20190312,03201912,540,No,0
Sandoval County,000043,04,35,3504000043,NM,2019,03,12,"December, 2019",0,68235,65164,3071,4.50,,,20190312,03201912,541,No,0
San Juan County,000045,04,35,3504000045,NM,2019,03,12,"December, 2019",0,52403,49373,3030,5.80,,,20190312,03201912,542,No,0
San Miguel County,000047,04,35,3504000047,NM,2019,03,12,"December, 2019",0,11034,10432,602,5.50,,,20190312,03201912,543,No,0
Santa Fe County,000049,04,35,3504000049,NM,2019,03,12,"December, 2019",0,74372,71557,2815,3.80,,,20190312,03201912,544,No,0
Sierra County,000051,04,35,3504000051,NM,2019,03,12,"December, 2019",0,4003,3768,235,5.90,,,20190312,03201912,545,No,0
Socorro County,000053,04,35,3504000053,NM,2019,03,12,"December, 2019",0,6434,6089,345,5.40,,,20190312,03201912,546,No,0
Taos County,000055,04,35,3504000055,NM,2019,03,12,"December, 2019",0,15689,14789,900,5.70,,,20190312,03201912,547,No,0
Torrance County,000057,04,35,3504000057,NM,2019,03,12,"December, 2019",0,5831,5452,379,6.50,,,20190312,03201912,548,No,0
Union County,000059,04,35,3504000059,NM,2019,03,12,"December, 2019",0,1780,1706,74,4.20,,,20190312,03201912,549,No,0
Valencia County,000061,04,35,3504000061,NM,2019,03,12,"December, 2019",0,31198,29648,1550,5.00,,,20190312,03201912,550,No,0
Central Region,000005,15,35,3515000005,NM,2019,03,12,"December, 2019",0,444970,425720,19250,4.30,,,20190312,03201912,551,No,0
Southwestern Region,000010,15,35,3515000010,NM,2019,03,12,"December, 2019",0,136393,128027,8366,6.10,,,20190312,03201912,552,No,0
Northern Region,000015,15,35,3515000015,NM,2019,03,12,"December, 2019",0,221271,210184,11087,5.00,,,20190312,03201912,553,No,0
Eastern Region,000020,15,35,3515000020,NM,2019,03,12,"December, 2019",0,167083,160276,6807,4.10,,,20190312,03201912,554,No,0
Albuquerque MSA,010740,21,35,3521010740,NM,2019,03,12,"December, 2019",0,444970,425720,19250,4.30,,,20190312,03201912,555,No,0
Farmington MSA,022140,21,35,3521022140,NM,2019,03,12,"December, 2019",0,52403,49373,3030,5.80,,,20190312,03201912,556,No,0
Las Cruces MSA,029740,21,35,3521029740,NM,2019,03,12,"December, 2019",0,100222,94708,5514,5.50,,,20190312,03201912,557,No,0
Santa Fe MSA,042140,21,35,3521042140,NM,2019,03,12,"December, 2019",0,74372,71557,2815,3.80,,,20190312,03201912,558,No,0
